CPF_CNPJ;TIPO_PESSOA;TIPO_DEVEDOR;NOME_DEVEDOR;UF_UNIDADE_RESPONSAVEL;UNIDADE_RESPONSAVEL;ENTIDADE_RESPONSAVEL;UNIDADE_INSCRICAO;NUMERO_INSCRICAO;TIPO_SITUACAO_INSCRICAO;SITUACAO_INSCRICAO;RECEITA_PRINCIPAL;DATA_INSCRICAO;INDICADOR_AJUIZADO;VALOR_CONSOLIDADO;ARQUIVO_ORIGEM
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;PGFN;SANTA MARIA;CSRS200903368;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);17/12/2009;SIM;765.37;FGTS
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;PGFN;SANTA MARIA;CSRS200802435;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);28/08/2008;SIM;1077.07;FGTS
95.618.583/0001-25;Pessoa jurídica;Principal;CLUBE ATIRADOR ESPORTIVO;RS;SANTA MARIA;PGFN;SANTA MARIA;CSRS200700305;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);13/06/2007;SIM;140.90;FGTS
90.618.562/0001-96;Pessoa jurídica;Principal;ROSELANDIA PARQUE CLUBE;RS;PASSO FUNDO;PGFN;PASSO FUNDO;FGRS201603517;Em cobrança;INSCRITA;Contribuições FGTS;18/11/2016;NAO;4333.89;FGTS
92.863.067/0001-78;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA MOICANO;RS;4ª REGIÃO;PGFN;4ª REGIÃO;FGRS000065400;Em cobrança;AJUIZADA;Contribuições FGTS;16/02/1984;SIM;2778.93;FGTS
89.429.187/0001-57;Pessoa jurídica;Principal;SPORT CLUB SAO PAULO;RS;PELOTAS;PGFN;PELOTAS;FGRS000051125;Em cobrança;AJUIZADA;Contribuições FGTS;26/08/1982;SIM;300273.30;FGTS
96.217.211/0001-50;Pessoa jurídica;Principal;CLUBE 28 DE MAIO;RS;SANTO ANGELO;PGFN;SANTO ANGELO;FGRS201903390;Em cobrança;INSCRITA;Contribuições FGTS;29/11/2019;NAO;14198.87;FGTS
96.217.211/0001-50;Pessoa jurídica;Principal;CLUBE 28 DE MAIO;RS;SANTO ANGELO;PGFN;SANTO ANGELO;FGRS201601658;Em cobrança;AJUIZADA;Contribuições FGTS;15/06/2016;SIM;2616.72;FGTS
96.217.211/0001-50;Pessoa jurídica;Principal;CLUBE 28 DE MAIO;RS;SANTO ANGELO;PGFN;SANTO ANGELO;FGRS201500933;Em cobrança;AJUIZADA;Contribuições FGTS;13/04/2015;SIM;55335.66;FGTS
96.217.211/0001-50;Pessoa jurídica;Principal;CLUBE 28 DE MAIO;RS;SANTO ANGELO;PGFN;SANTO ANGELO;FGRS201601657;Em cobrança;AJUIZADA;Contribuições FGTS;15/06/2016;SIM;15725.64;FGTS
96.217.211/0001-50;Pessoa jurídica;Principal;CLUBE 28 DE MAIO;RS;SANTO ANGELO;PGFN;SANTO ANGELO;CSRS201903391;Em cobrança;INSCRITA;Contribuições LC110 (FGTS);29/11/2019;NAO;3631.52;FGTS
87.618.302/0001-06;Pessoa jurídica;Principal;CLUBE COMERCIAL DE CARAZINHO;RS;PASSO FUNDO;PGFN;PASSO FUNDO;FGRS201701516;Em cobrança;INSCRITA;Contribuições FGTS;27/06/2017;NAO;12341.53;FGTS
82.666.561/0001-99;Pessoa jurídica;Principal;GREMIO ESPORTIVO OLIMPICO;SC;BLUMENAU;PGFN;BLUMENAU;FGSC201500908;Em cobrança;AJUIZADA;Contribuições FGTS;28/08/2015;SIM;14027.48;FGTS
82.666.645/0001-22;Pessoa jurídica;Principal;BLUMENAU ESPORTE CLUBE;SC;BLUMENAU;PGFN;JOINVILLE;FGSC000051483;Em cobrança;AJUIZADA;Contribuições FGTS;01/10/1982;SIM;97152.25;FGTS
82.666.645/0001-22;Pessoa jurídica;Principal;BLUMENAU ESPORTE CLUBE;SC;BLUMENAU;PGFN;JOINVILLE;FGSC000051303;Em cobrança;AJUIZADA;Contribuições FGTS;30/08/1982;SIM;165933.82;FGTS
83.721.993/0001-18;Pessoa jurídica;Principal;BANDEIRANTE RECREATIVO FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC200901144;Em cobrança;INSCRITA;Contribuições FGTS;29/12/2009;NAO;746.85;FGTS
83.825.109/0001-95;Pessoa jurídica;Principal;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;PGFN;ITAJAI;FGSC201900136;Em cobrança;AJUIZADA;Contribuições FGTS;20/03/2019;SIM;313931.15;FGTS
83.825.109/0001-95;Pessoa jurídica;Principal;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;PGFN;SANTA CATARINA;FGSC000051326;Em cobrança;AJUIZADA;Contribuições FGTS;26/08/1982;SIM;226013.98;FGTS
83.825.109/0001-95;Pessoa jurídica;Principal;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;PGFN;SANTA CATARINA;FGSC000004390;Em cobrança;AJUIZADA;Contribuições FGTS;16/05/1988;SIM;253956.06;FGTS
83.825.109/0001-95;Pessoa jurídica;Principal;CLUBE NAUTICO MARCILIO DIAS;SC;ITAJAI;PGFN;SANTA CATARINA;FGSC000004451;Em cobrança;AJUIZADA;Contribuições FGTS;27/05/1988;SIM;116331.62;FGTS
79.376.711/0001-15;Pessoa jurídica;Principal;CANOINHAS TENIS CLUBE;SC;JOINVILLE;PGFN;JOINVILLE;FGSC201800643;Em cobrança;INSCRITA;Contribuições FGTS;25/10/2018;NAO;8301.09;FGTS
82.582.784/0001-78;Pessoa jurídica;Principal;HERCILIO LUZ FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000051391;Em cobrança;AJUIZADA;Contribuições FGTS;01/10/1982;SIM;17137.76;FGTS
82.582.784/0001-78;Pessoa jurídica;Principal;HERCILIO LUZ FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000002336;Em cobrança;AJUIZADA;Contribuições FGTS;10/01/1984;SIM;7728.21;FGTS
82.582.784/0001-78;Pessoa jurídica;Principal;HERCILIO LUZ FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000006247;Em cobrança;AJUIZADA;Contribuições FGTS;13/01/1989;SIM;90822.40;FGTS
77.910.230/0001-12;Pessoa jurídica;Principal;AVAI FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000051302;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;30/08/1982;SIM;2512.38;FGTS
77.910.230/0001-12;Pessoa jurídica;Principal;AVAI FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000006290;Em cobrança;AJUIZADA;Contribuições FGTS;20/01/1989;SIM;28308.05;FGTS
77.910.230/0001-12;Pessoa jurídica;Principal;AVAI FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC201000179;Em cobrança;AJUIZADA;Contribuições FGTS;25/03/2010;SIM;988768.21;FGTS
77.910.230/0001-12;Pessoa jurídica;Principal;AVAI FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC201000181;Em cobrança;AJUIZADA;Contribuições FGTS;25/03/2010;SIM;54084.46;FGTS
77.910.230/0001-12;Pessoa jurídica;Principal;AVAI FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC201501153;Em cobrança;INSCRITA;Contribuições FGTS;27/11/2015;NAO;746922.51;FGTS
85.346.450/0001-93;Pessoa jurídica;Principal;ASSOCIACAO DOS MORADORES DO PARQUE RESIDENCIAL COQUEIRO;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC201000579;Em cobrança;AJUIZADA;Contribuições FGTS;12/11/2010;SIM;15942.08;FGTS
85.346.450/0001-93;Pessoa jurídica;Principal;ASSOCIACAO DOS MORADORES DO PARQUE RESIDENCIAL COQUEIRO;SC;SANTA CATARINA;PGFN;SANTA CATARINA;CSSC201000580;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);12/11/2010;SIM;471.96;FGTS
84.955.640/0001-45;Pessoa jurídica;Principal;CLUBE 14 DE JUNHO;SC;JOACABA;PGFN;JOACABA;FGSC200801293;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;22/07/2008;SIM;46946.36;FGTS
83.018.788/0001-90;Pessoa jurídica;Principal;ASSOCIACAO CHAPECOENSE DE FUTEBOL;SC;CHAPECO;PGFN;CHAPECO;FGSC200700618;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;26/12/2007;SIM;159175.90;FGTS
82.585.027/0001-58;Pessoa jurídica;Principal;TUBARAO FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000052080;Em cobrança;AJUIZADA;Contribuições FGTS;07/10/1982;SIM;105603.84;FGTS
82.585.027/0001-58;Pessoa jurídica;Principal;TUBARAO FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000006228;Em cobrança;AJUIZADA;Contribuições FGTS;13/01/1989;SIM;44641.60;FGTS
82.585.027/0001-58;Pessoa jurídica;Principal;TUBARAO FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000005121;Em cobrança;AJUIZADA;Contribuições FGTS;08/07/1988;SIM;66417.01;FGTS
83.930.131/0001-03;Pessoa jurídica;Principal;FIGUEIRENSE FUTEBOL CLUBE;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC201501154;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;27/11/2015;NAO;1396967.39;FGTS
75.886.853/0001-71;Pessoa jurídica;Principal;MARINER IATE CLUBE PONTAL;SC;SANTA CATARINA;PGFN;SANTA CATARINA;FGSC000005032;Em cobrança;AJUIZADA;Contribuições FGTS;27/05/1988;SIM;4203.33;FGTS
13.003.017/0001-44;Pessoa jurídica;Principal;ESTANCIANO ESPORTE CLUBE;SE;SERGIPE;PGFN;SERGIPE;FGSE000001480;Em cobrança;AJUIZADA;Contribuições FGTS;26/10/1983;SIM;39749.50;FGTS
13.003.017/0001-44;Pessoa jurídica;Principal;ESTANCIANO ESPORTE CLUBE;SE;SERGIPE;PGFN;SERGIPE;FGSE000001340;Em cobrança;AJUIZADA;Contribuições FGTS;31/08/1982;SIM;45755.98;FGTS
13.037.619/0001-12;Pessoa jurídica;Principal;VITORINHA ESPORTE CLUBE;SE;SERGIPE;PGFN;SERGIPE;FGSE000051130;Em cobrança;AJUIZADA;Contribuições FGTS;17/01/1983;SIM;1586.12;FGTS
32.741.282/0001-74;Pessoa jurídica;Principal;CLUBE SOCIAL TOBIAS BARRETO;SE;SERGIPE;PGFN;SERGIPE;FGSE201800132;Em cobrança;INSCRITA;Contribuições FGTS;21/06/2018;NAO;13325.64;FGTS
13.001.912/0001-20;Pessoa jurídica;Principal;LAGARTO ESPORTE CLUBE;SE;SERGIPE;PGFN;SERGIPE;FGSE000001343;Em cobrança;AJUIZADA;Contribuições FGTS;31/08/1982;SIM;96104.05;FGTS
13.001.912/0001-20;Pessoa jurídica;Principal;LAGARTO ESPORTE CLUBE;SE;SERGIPE;PGFN;SERGIPE;FGSE000041489;Em cobrança;AJUIZADA;Contribuições FGTS;30/11/1983;SIM;23227.47;FGTS
13.231.279/0001-66;Pessoa jurídica;Principal;LIGA DESPORTIVA DE BREJOES;SE;SERGIPE;PGFN;SERGIPE;FGSE000052019;Em cobrança;AJUIZADA;Contribuições FGTS;09/08/1983;SIM;2439.91;FGTS
13.029.087/0001-71;Pessoa jurídica;Principal;ASSOCIACAO DESPORTIVA CONFIANCA;SE;SERGIPE;PGFN;SERGIPE;FGSE201700316;Em cobrança;AJUIZADA;Contribuições FGTS;26/10/2017;SIM;105752.30;FGTS
59.850.214/0001-08;Pessoa jurídica;Principal;SAO JOAQUIM FUTEBOL CLUBE  ESPIGAO;SP;RIBEIRAO PRETO;PGFN;RIBEIRAO PRETO;CSSP201903068;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);31/07/2019;SIM;1306.17;FGTS
59.850.214/0001-08;Pessoa jurídica;Principal;SAO JOAQUIM FUTEBOL CLUBE  ESPIGAO;SP;RIBEIRAO PRETO;PGFN;RIBEIRAO PRETO;FGSP201903067;Em cobrança;AJUIZADA;Contribuições FGTS;31/07/2019;SIM;19985.26;FGTS
43.741.438/0001-33;Pessoa jurídica;Principal;ARACATUBA CLUBE;SP;ARACATUBA;PGFN;ARACATUBA;FGSP201800910;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;20/03/2018;SIM;68718.22;FGTS
43.741.438/0001-33;Pessoa jurídica;Principal;ARACATUBA CLUBE;SP;ARACATUBA;PGFN;ARACATUBA;FGSP200902030;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;09/04/2009;SIM;1116.18;FGTS
54.701.644/0001-36;Pessoa jurídica;Principal;AGUAS QUENTES DE PIRATININGA HOTEL CLUBE;SP;BAURU;PGFN;BAURU;CSSP201904153;Em cobrança;INSCRITA;Contribuições LC110 (FGTS);08/10/2019;NAO;11578.21;FGTS
54.701.644/0001-36;Pessoa jurídica;Principal;AGUAS QUENTES DE PIRATININGA HOTEL CLUBE;SP;BAURU;PGFN;BAURU;FGSP201904152;Em cobrança;INSCRITA;Contribuições FGTS;08/10/2019;NAO;258354.43;FGTS
48.540.405/0002-20;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO GUARATINGUETAENSE;SP;TAUBATE;PGFN;TAUBATE;FGSP200703052;Em cobrança;AJUIZADA;Contribuições FGTS;12/09/2007;SIM;86776.97;FGTS
48.540.405/0002-20;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO GUARATINGUETAENSE;SP;TAUBATE;PGFN;TAUBATE;CSSP200703053;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);12/09/2007;SIM;2984.82;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200500593;Em cobrança;AJUIZADA;Contribuições FGTS;29/07/2005;SIM;427731.90;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201603202;Em cobrança;AJUIZADA;Contribuições FGTS;03/06/2016;SIM;5148.76;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201603203;Em cobrança;AJUIZADA;Contribuições FGTS;03/06/2016;SIM;6182.00;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201603201;Em cobrança;AJUIZADA;Contribuições FGTS;03/06/2016;SIM;118734.11;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200900101;Em cobrança;AJUIZADA;Contribuições FGTS;09/01/2009;SIM;65357.63;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200900016;Em cobrança;AJUIZADA;Contribuições FGTS;05/01/2009;SIM;21727.96;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200900107;Em cobrança;AJUIZADA;Contribuições FGTS;09/01/2009;SIM;14070.43;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200900018;Em cobrança;AJUIZADA;Contribuições FGTS;05/01/2009;SIM;33065.36;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200900105;Em cobrança;AJUIZADA;Contribuições FGTS;09/01/2009;SIM;118136.03;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200903844;Em cobrança;AJUIZADA;Contribuições FGTS;27/07/2009;SIM;57965.53;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200900010;Em cobrança;AJUIZADA;Contribuições FGTS;05/01/2009;SIM;73100.45;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200900103;Em cobrança;AJUIZADA;Contribuições FGTS;09/01/2009;SIM;22605.61;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP200901100;Em cobrança;AJUIZADA;Contribuições FGTS;13/02/2009;SIM;3153.16;FGTS
62.897.293/0001-09;Pessoa jurídica;Principal;NACIONAL ATLETICO CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201301006;Em cobrança;AJUIZADA;Contribuições FGTS;15/04/2013;SIM;101177.53;FGTS
53.971.073/0001-97;Pessoa jurídica;Principal;CLUBE ATLETICO ILHA SOLTEIRA;SP;ARACATUBA;PGFN;ARACATUBA;FGSP200802500;Em cobrança;AJUIZADA;Contribuições FGTS;06/05/2008;SIM;6604.71;FGTS
53.971.073/0001-97;Pessoa jurídica;Principal;CLUBE ATLETICO ILHA SOLTEIRA;SP;ARACATUBA;PGFN;ARACATUBA;CSSP200802501;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);06/05/2008;SIM;404.59;FGTS
59.018.143/0001-73;Pessoa jurídica;Principal;ASSOC ESPORT E RECR CLUBE DE CAMPO AGUAS DE ATIBAIA;SP;JUNDIAI;PGFN;CAMPINAS;FGSP200702834;Em cobrança;AJUIZADA;Contribuições FGTS;29/08/2007;SIM;159513.59;FGTS
59.018.143/0001-73;Pessoa jurídica;Principal;ASSOC ESPORT E RECR CLUBE DE CAMPO AGUAS DE ATIBAIA;SP;JUNDIAI;PGFN;CAMPINAS;CSSP200702835;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);29/08/2007;SIM;2057.95;FGTS
59.131.144/0001-20;Pessoa jurídica;Principal;VOLKSWAGEN CLUBE;SP;SAO BERNARDO DO CAMPO;PGFN;SAO BERNARDO DO CAMPO;FGSP200702949;Em cobrança;AJUIZADA;Contribuições FGTS;04/09/2007;SIM;16737.22;FGTS
59.131.144/0001-20;Pessoa jurídica;Principal;VOLKSWAGEN CLUBE;SP;SAO BERNARDO DO CAMPO;PGFN;SAO BERNARDO DO CAMPO;CSSP200702950;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);04/09/2007;SIM;14538.99;FGTS
59.131.144/0001-20;Pessoa jurídica;Principal;VOLKSWAGEN CLUBE;SP;SAO BERNARDO DO CAMPO;PGFN;SAO BERNARDO DO CAMPO;CSSP200702948;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);04/09/2007;SIM;16834.10;FGTS
46.125.175/0001-26;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA PONTE PRETA;SP;CAMPINAS;PGFN;CAMPINAS;FGSP201600401;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;26/01/2016;NAO;391771.40;FGTS
46.125.175/0001-26;Pessoa jurídica;Principal;ASSOCIACAO ATLETICA PONTE PRETA;SP;CAMPINAS;PGFN;CAMPINAS;FGSP201600407;Benefício Fiscal;INSCR PARCELADA;Contribuições FGTS;26/01/2016;NAO;215865.69;FGTS
62.665.989/0001-00;Pessoa jurídica;Principal;CLUBE DE REGATAS TIETE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201102485;Em cobrança;AJUIZADA;Contribuições FGTS;19/07/2011;SIM;349006.77;FGTS
62.665.989/0001-00;Pessoa jurídica;Principal;CLUBE DE REGATAS TIETE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP000066134;Em cobrança;AJUIZADA;Contribuições FGTS;16/11/1982;SIM;10499.86;FGTS
62.665.989/0001-00;Pessoa jurídica;Principal;CLUBE DE REGATAS TIETE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201600355;Em cobrança;AJUIZADA;Contribuições FGTS;22/01/2016;SIM;434922.01;FGTS
62.665.989/0001-00;Pessoa jurídica;Principal;CLUBE DE REGATAS TIETE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201401264;Em cobrança;AJUIZADA;Contribuições FGTS;23/06/2014;SIM;253658.06;FGTS
62.665.989/0001-00;Pessoa jurídica;Principal;CLUBE DE REGATAS TIETE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;CSSP201102486;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);19/07/2011;SIM;10871.40;FGTS
62.665.989/0001-00;Pessoa jurídica;Principal;CLUBE DE REGATAS TIETE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;CSSP201600356;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);22/01/2016;SIM;19525.77;FGTS
62.665.989/0001-00;Pessoa jurídica;Principal;CLUBE DE REGATAS TIETE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;CSSP201401265;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);23/06/2014;SIM;17294.36;FGTS
59.902.445/0001-00;Pessoa jurídica;Principal;RIO PARDO FUTEBOL CLUBE;SP;CAMPINAS;PGFN;CAMPINAS;FGSP200500475;Em cobrança;AJUIZADA;Contribuições FGTS;22/06/2005;SIM;95291.11;FGTS
59.902.445/0001-00;Pessoa jurídica;Principal;RIO PARDO FUTEBOL CLUBE;SP;CAMPINAS;PGFN;CAMPINAS;FGSP201904588;Em cobrança;INSCRITA;Contribuições FGTS;07/11/2019;NAO;49285.13;FGTS
59.902.445/0001-00;Pessoa jurídica;Principal;RIO PARDO FUTEBOL CLUBE;SP;CAMPINAS;PGFN;CAMPINAS;CSSP200600316;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);25/05/2006;SIM;4828.24;FGTS
59.114.926/0001-50;Pessoa jurídica;Principal;MENINOS FUTEBOL CLUBE;SP;SAO BERNARDO DO CAMPO;PGFN;SAO BERNARDO DO CAMPO;FGSP200801977;Em cobrança;AJUIZADA;Contribuições FGTS;15/04/2008;SIM;6633.84;FGTS
59.114.926/0001-50;Pessoa jurídica;Principal;MENINOS FUTEBOL CLUBE;SP;SAO BERNARDO DO CAMPO;PGFN;SAO BERNARDO DO CAMPO;FGSP200902620;Em cobrança;AJUIZADA;Contribuições FGTS;13/05/2009;SIM;24263.49;FGTS
59.114.926/0001-50;Pessoa jurídica;Principal;MENINOS FUTEBOL CLUBE;SP;SAO BERNARDO DO CAMPO;PGFN;SAO BERNARDO DO CAMPO;CSSP200902621;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);13/05/2009;SIM;988.28;FGTS
59.114.926/0001-50;Pessoa jurídica;Principal;MENINOS FUTEBOL CLUBE;SP;SAO BERNARDO DO CAMPO;PGFN;SAO BERNARDO DO CAMPO;CSSP200801978;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);15/04/2008;SIM;2445.99;FGTS
60.517.984/0001-04;Pessoa jurídica;Principal;SAO PAULO FUTEBOL CLUBE;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201601899;Benefício Fiscal;AJUIZ PARCELADA;Contribuições FGTS;04/04/2016;SIM;3514092.52;FGTS
48.540.405/0001-49;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO GUARATINGUETAENSE;SP;TAUBATE;PGFN;TAUBATE;FGSP200703065;Em cobrança;AJUIZADA;Contribuições FGTS;13/09/2007;SIM;5654.26;FGTS
48.540.405/0001-49;Pessoa jurídica;Principal;CLUBE LITERARIO E RECREATIVO GUARATINGUETAENSE;SP;TAUBATE;PGFN;TAUBATE;CSSP200703066;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);13/09/2007;SIM;210.24;FGTS
47.082.052/0001-18;Pessoa jurídica;Principal;CATANDUVA ESPORTE E CLUBE;SP;SAO JOSE DO RIO PRETO;PGFN;SAO JOSE DO RIO PRETO;FGBU000004239;Em cobrança;AJUIZADA;Contribuições FGTS;10/04/1979;SIM;109057.42;FGTS
47.082.052/0001-18;Pessoa jurídica;Principal;CATANDUVA ESPORTE E CLUBE;SP;SAO JOSE DO RIO PRETO;PGFN;SAO JOSE DO RIO PRETO;FGBU000136321;Em cobrança;AJUIZADA;Contribuições FGTS;31/10/1985;SIM;290659.99;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;SP;MARILIA;PGFN;MARILIA;CSSP200900595;Em cobrança;AJUIZADA;Contribuições LC110 (FGTS);21/01/2009;SIM;1150.78;FGTS
51.501.211/0001-49;Pessoa jurídica;Principal;THERMAS DE PARAGUACU;SP;MARILIA;PGFN;MARILIA;FGSP200900594;Em cobrança;AJUIZADA;Contribuições FGTS;21/01/2009;SIM;19639.60;FGTS
50.830.140/0001-65;Pessoa jurídica;Principal;AUTOMOVEL CLUBE DE BAURU;SP;BAURU;PGFN;BAURU;FGSP000097427;Em cobrança;AJUIZADA;Contribuições FGTS;07/06/1983;SIM;2003.72;FGTS
62.568.092/0001-68;Pessoa jurídica;Principal;STATUS HOTEIS CLUB;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201605191;Em cobrança;AJUIZADA;Contribuições FGTS;22/07/2016;SIM;12439.48;FGTS
62.568.092/0001-68;Pessoa jurídica;Principal;STATUS HOTEIS CLUB;SP;3ª REGIÃO;PGFN;3ª REGIÃO;FGSP201605190;Em cobrança;AJUIZADA;Contribuições FGTS;22/07/2016;SIM;19738.82;FGTS
43.760.438/0001-80;Pessoa jurídica;Principal;ARACATUBA COUNTRY CLUB;SP;ARACATUBA;PGFN;ARACATUBA;FGSP000135062;Em cobrança;AJUIZADA;Contribuições FGTS;08/07/1985;SIM;36577.98;FGTS
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;SP;SANTOS;PGFN;SANTOS;FGSP000016226;Em cobrança;AJUIZADA;Contribuições FGTS;08/06/1982;SIM;243791.35;FGTS
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;SP;SANTOS;PGFN;SANTOS;FGSP000136059;Em cobrança;AJUIZADA;Contribuições FGTS;30/08/1985;SIM;94900.53;FGTS
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;SP;SANTOS;PGFN;SANTOS;FGSP000004384;Em cobrança;AJUIZADA;Contribuições FGTS;09/05/1979;SIM;398541.78;FGTS
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;SP;SANTOS;PGFN;SANTOS;FGSP000009206;Em cobrança;AJUIZADA;Contribuições FGTS;26/01/1981;SIM;585368.84;FGTS
71.093.082/0001-04;Pessoa jurídica;Principal;JOCKEY CLUB SAO VICENTE;SP;SANTOS;PGFN;SANTOS;FGSP000001022;Em cobrança;AJUIZADA;Contribuições FGTS;18/03/1976;SIM;881367.93;FGTS
